Iteration,Weight,MSE,Gradient
475,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
476,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
477,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
478,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
479,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
480,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
481,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
482,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
483,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
484,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
485,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
486,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
487,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
488,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
489,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
490,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
491,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
492,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
493,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
494,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
495,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
496,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
497,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
498,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
499,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
500,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
501,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
502,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
503,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
504,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
505,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
506,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
507,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
508,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
509,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
510,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
511,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
512,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
513,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
514,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
515,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
516,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
517,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
518,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
519,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
520,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
521,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
522,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
523,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
524,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
525,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
526,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
527,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
528,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
529,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
530,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
531,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
532,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
533,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
534,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
535,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
536,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
537,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
538,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
539,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
540,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
541,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
542,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
543,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
544,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
545,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
546,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
547,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
548,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
549,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
550,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
551,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
552,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
553,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
554,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
555,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
556,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
557,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
558,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
559,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
560,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
561,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
562,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
563,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
564,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
565,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
566,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
567,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
568,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
569,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
570,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
571,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
572,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
573,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
574,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
575,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
576,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
577,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
578,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
579,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
580,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
581,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
582,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
583,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
584,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
585,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
586,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
587,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
588,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
589,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
590,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
591,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
592,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
593,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
594,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
595,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
596,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
597,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
598,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
599,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
600,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
601,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
602,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
603,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
604,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
605,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
606,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
607,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
608,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
609,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
610,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
611,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
612,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
613,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
614,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
615,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
616,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
617,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
618,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
619,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
620,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
621,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
622,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
623,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
624,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
625,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
626,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
627,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
628,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
629,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
630,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
631,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
632,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
633,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
634,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
635,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
636,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
637,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
638,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
639,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
640,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
641,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
642,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
643,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
644,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
645,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
646,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
647,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
648,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
649,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
650,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
651,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
652,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
653,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
654,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
655,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
656,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
657,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
658,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
659,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
660,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
661,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
662,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
663,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
664,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
665,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
666,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
667,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
668,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
669,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
670,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
671,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
672,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
673,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
674,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
675,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
676,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
677,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
678,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
679,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
680,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
681,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
682,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
683,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
684,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
685,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
686,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
687,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
688,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
689,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
690,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
691,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
692,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
693,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
694,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
695,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
696,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
697,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
698,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
699,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
700,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
701,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
702,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
703,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
704,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
705,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
706,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
707,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
708,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
709,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
710,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
711,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
712,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
713,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
714,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
715,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
716,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
717,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
718,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
719,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
720,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
721,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
722,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
723,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
724,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
725,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
726,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
727,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
728,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
729,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
730,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
731,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
732,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
733,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
734,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
735,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
736,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
737,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
738,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
739,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
740,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
741,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
742,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
743,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
744,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
745,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
746,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
747,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
748,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
749,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
750,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
751,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
752,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
753,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
754,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
755,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
756,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
757,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
758,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
759,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
760,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
761,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
762,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
763,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
764,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
765,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
766,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
767,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
768,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
769,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
770,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
771,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
772,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
773,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
774,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
775,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
776,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
777,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
778,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
779,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
780,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
781,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
782,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
783,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
784,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
785,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
786,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
787,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
788,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
789,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
790,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
791,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
792,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
793,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
794,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
795,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
796,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
797,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
798,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
799,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
800,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
801,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
802,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
803,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
804,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
805,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
806,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
807,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
808,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
809,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
810,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
811,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
812,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
813,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
814,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
815,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
816,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
817,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
818,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
819,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
820,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
821,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
822,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
823,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
824,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
825,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
826,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
827,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
828,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
829,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
830,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
831,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
832,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
833,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
834,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
835,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
836,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
837,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
838,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
839,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
840,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
841,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
842,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
843,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
844,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
845,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
846,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
847,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
848,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
849,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
850,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
851,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
852,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
853,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
854,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
855,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
856,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
857,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
858,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
859,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
860,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
861,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
862,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
863,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
864,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
865,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
866,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
867,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
868,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
869,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
870,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
871,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
872,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
873,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
874,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
875,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
876,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
877,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
878,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
879,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
880,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
881,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
882,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
883,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
884,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
885,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
886,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
887,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
888,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
889,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
890,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
891,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
892,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
893,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
894,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
895,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
896,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
897,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
898,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
899,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
900,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
901,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
902,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
903,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
904,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
905,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
906,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
907,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
908,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
909,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
910,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
911,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
912,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
913,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
914,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
915,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
916,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
917,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
918,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
919,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
920,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
921,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
922,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
923,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
924,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
925,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
